numeroConta;codigoAgencia;dataTransacao;codigoTransacao;valor
3;100;1643932800;1;804.24
10;300;1631318400;1;815.32
7;200;1647388800;0;798.13
7;300;1663632000;2;871.63
8;100;1652659200;1;982.03
4;200;1653609600;0;860.05
7;100;1596931200;1;32.18
2;300;1652313600;3;819.28
2;300;1606089600;2;949.6
4;200;1612224000;0;298.72
3;300;1588464000;2;666.31
9;100;1658880000;1;870.39
7;200;1637625600;2;401.85
3;300;1617753600;1;569.72
10;300;1629504000;1;142.86
9;300;1596758400;0;367.79
5;300;1597622400;2;238.5
3;100;1661731200;1;333.18
8;200;1587513600;1;745.81
3;300;1619049600;3;459.83
3;300;1635379200;3;696.07
0;100;1599523200;3;132.9
8;100;1589068800;2;800.18
6;200;1622592000;1;824.51
4;300;1624579200;0;760.44
2;200;1658016000;0;792.5
0;100;1629590400;0;159.54
2;300;1603152000;3;662.46
1;200;1657929600;0;425.59
6;300;1580860800;0;185.67
9;100;1632096000;0;690.35
2;300;1598832000;1;803.95
10;100;1582156800;2;401.28
2;200;1637798400;2;533.64
7;100;1600300800;2;982.89
6;100;1640908800;3;620.51
0;200;1616457600;1;199.04
7;100;1644796800;2;767.54
7;300;1599696000;1;244.44
4;100;1649635200;2;253.48
4;300;1620000000;3;177.5
8;300;1615680000;1;669.29
8;300;1614038400;1;929.62
10;200;1592611200;1;325.1
5;200;1582070400;3;571.35
1;100;1656115200;3;948.25
2;200;1630800000;3;715.93
6;200;1586995200;1;381.96
9;200;1596240000;2;262.82
1;200;1648252800;2;486.61
3;300;1661731200;2;592.77
10;200;1610409600;2;402.87
10;200;1652140800;0;458.96
7;300;1635033600;0;191.13
6;200;1658880000;2;97.01
2;200;1661126400;3;927.47
2;200;1656720000;1;857.9
0;300;1630108800;0;328.95
2;100;1660262400;1;23.33
7;100;1597795200;0;318.78
5;300;1656547200;2;652.85
5;200;1610668800;3;180.4
5;200;1605830400;3;480.96
4;200;1622246400;1;747.47
9;100;1584403200;1;294.98
7;300;1592524800;0;776.13
4;100;1652572800;3;522.53
4;100;1663632000;1;985.29
10;300;1644105600;0;576.58
1;300;1648857600;2;192.08
0;200;1624752000;0;659.18
9;100;1578787200;0;113.47
7;100;1635379200;0;46.28
2;200;1656892800;0;479.39
0;300;1596412800;1;698.24
3;300;1598313600;3;897.57
5;200;1637366400;1;913.61
10;100;1578873600;0;505.76
6;100;1663545600;2;681.97
8;200;1663286400;3;770.84
6;100;1616976000;2;756.09
9;100;1644883200;0;663.03
6;200;1613779200;3;323.52
9;200;1659139200;2;506.19
8;300;1627516800;0;893.78
9;200;1592784000;3;861.51
2;100;1617580800;0;467.77
2;100;1640822400;2;569.31
1;100;1582588800;0;235.64
4;100;1637280000;0;727.38
0;100;1596499200;2;3.83
3;300;1619222400;0;633.1
0;200;1605484800;3;86.45
4;200;1620864000;0;630.33
8;300;1649030400;1;70.9
3;300;1648598400;1;504.34
1;200;1663804800;1;994.61
6;200;1586390400;3;983.06
6;300;1604016000;0;156.73
4;300;1655164800;1;537.38
7;200;1598572800;2;875.05
8;300;1615161600;3;419.21
7;200;1598486400;1;529.45
9;100;1599609600;3;442.09
2;100;1583712000;1;179.89
0;200;1644451200;1;692.01
0;100;1602028800;0;358.82
5;100;1627084800;3;613.52
1;300;1579392000;2;100.33
6;300;1634688000;2;149.63
3;100;1583539200;0;569.9
6;200;1653782400;0;495.16
2;300;1628985600;3;21.45
0;100;1639008000;3;958.51
0;200;1650412800;0;191.21
8;300;1597104000;2;153.52
9;300;1607299200;0;470.28
0;300;1656892800;2;616.76
10;100;1635206400;1;25.23
5;200;1595289600;3;440.99
5;100;1624406400;1;67.05
9;200;1621641600;1;852.06
6;100;1652227200;1;373.62
2;300;1584662400;0;660.73
8;200;1659052800;1;802.68
5;100;1642377600;2;313.57
0;300;1640476800;3;696.99
2;300;1624838400;2;419.09
1;200;1624147200;0;957.54
1;200;1600560000;3;429.27
8;100;1585353600;1;185.18
1;100;1643587200;2;740.26
5;100;1605830400;1;980.64
3;300;1643932800;1;937.11
9;300;1646784000;2;604.82
9;100;1579305600;3;785.83
5;200;1644105600;3;982.35
4;100;1607040000;1;846.78
6;300;1649721600;2;491.1
8;200;1655424000;0;24.8
10;100;1584748800;0;50.14
7;100;1603670400;3;743.14
9;300;1593216000;2;146.96
10;200;1619136000;2;417.13
1;100;1657843200;2;627.77
10;300;1621123200;3;11.77
7;200;1653696000;1;986.86
10;300;1595808000;3;467.71
4;100;1622246400;2;167.1
2;300;1631059200;0;225.52
3;300;1601596800;2;513.2
10;200;1596153600;2;974.4
1;100;1611705600;3;295.77
7;300;1591228800;1;348.52
8;200;1580860800;3;96.86
3;200;1633219200;3;995.62
1;200;1599004800;0;81.3
5;200;1607385600;3;676.63
6;300;1622678400;2;947.77
2;200;1634947200;1;931.57
2;100;1638576000;0;441.23
0;100;1611532800;3;300.43
9;200;1605312000;2;32.33
5;300;1580601600;3;648.54
8;100;1612396800;1;448.54
9;200;1604275200;0;422.19
6;300;1639094400;1;511.97
9;100;1631577600;3;915.55
8;300;1621814400;0;152.91
0;300;1662422400;3;954.65
9;200;1581206400;1;159.38
9;300;1642377600;1;141.12
6;300;1654560000;2;662.8
4;300;1599696000;3;521.37
1;200;1657238400;1;491.64
6;200;1616284800;1;452.76
10;200;1594684800;2;335.74
6;100;1625616000;3;893.32
6;300;1604534400;2;219.64
10;300;1579305600;3;180.65
1;100;1619740800;2;802.88
6;200;1639958400;3;996.73
8;100;1633996800;2;105.93
8;300;1587254400;2;130.09
6;100;1645142400;1;80.21
4;200;1661385600;1;688.54
2;200;1649808000;0;520.6
6;100;1578528000;3;387.84
1;200;1663545600;2;742.34
5;200;1635465600;3;5.19
0;100;1589846400;0;677.9
10;200;1611187200;1;106.73
5;100;1637539200;0;148.78
9;200;1638316800;3;442.88
1;100;1639785600;1;709.35
5;300;1594944000;3;914.1
10;100;1653264000;1;916.49
9;100;1582070400;0;345.25
9;300;1647820800;3;346.7
5;100;1578700800;3;161.77
5;200;1628121600;0;854.08
1;100;1619308800;1;834.87
2;100;1632182400;0;160.0
2;200;1601942400;2;924.75
0;200;1615939200;3;863.01
4;200;1663891200;3;534.15
5;200;1581033600;2;470.11
4;300;1659744000;1;225.6
3;100;1585353600;2;601.78
5;300;1639872000;2;842.16
1;300;1620950400;0;464.65
1;200;1582502400;2;454.14
3;200;1660262400;2;896.85
6;300;1622678400;1;245.46
1;100;1647820800;0;443.87
1;100;1597795200;0;811.71
4;200;1598313600;0;955.53
3;200;1658966400;0;260.38
3;300;1608768000;1;683.01
0;100;1607040000;1;110.56
6;200;1612224000;0;522.11
7;100;1598659200;1;865.34
2;300;1593734400;2;436.07
7;200;1634774400;1;656.0
1;300;1622160000;0;936.19
1;100;1585785600;1;271.8
10;200;1628121600;3;672.71
0;300;1643846400;0;903.66
3;100;1631664000;3;268.46
9;200;1648857600;1;871.67
0;100;1640995200;2;354.61
8;200;1598659200;2;809.41
10;100;1624233600;1;273.27
0;200;1618704000;2;993.74
9;200;1583884800;2;42.85
0;200;1621123200;1;798.73
2;300;1601424000;1;397.13
9;100;1661472000;0;359.27
10;100;1627344000;2;864.56
3;200;1628726400;3;522.02
4;300;1622073600;3;230.64
9;300;1608940800;1;845.57
3;300;1600819200;0;959.75
8;300;1660867200;3;592.7
5;300;1636588800;0;618.97
4;100;1610582400;3;443.57
10;200;1610496000;0;417.88
2;100;1618099200;2;163.71
4;200;1578096000;1;626.35
6;100;1638576000;3;295.19
10;200;1592611200;2;654.3
8;300;1642204800;0;79.77
8;300;1585785600;2;840.28
4;300;1622678400;1;108.72
10;100;1647907200;1;375.71
0;300;1649721600;1;65.84
1;200;1610496000;3;372.3
7;200;1663200000;1;391.54
10;100;1638489600;0;36.58
5;100;1649462400;2;273.27
2;300;1616112000;1;571.73
3;100;1656806400;3;93.65
4;300;1647302400;2;669.8
5;300;1622678400;3;190.23
5;300;1602201600;2;537.31
9;100;1634428800;0;755.47
10;100;1606867200;1;268.92
10;100;1611187200;3;553.42
8;300;1602633600;0;517.59
3;300;1659484800;2;399.64
0;300;1594857600;3;511.48
3;100;1582156800;0;488.98
2;300;1655856000;1;485.29
1;100;1611705600;2;780.3
8;100;1625011200;3;405.27
0;200;1590624000;3;421.52
2;200;1602201600;3;521.41
4;200;1659916800;0;127.7
4;200;1620604800;0;328.88
9;300;1603238400;1;921.36
0;100;1662508800;1;915.49
2;300;1631491200;2;546.26
7;100;1583884800;0;533.92
8;100;1652486400;1;986.25
2;100;1600646400;2;441.75
9;300;1591747200;3;201.93
8;300;1623974400;2;527.85
6;300;1644796800;2;717.32
8;100;1634428800;1;186.75
1;200;1610755200;1;869.48
10;200;1657756800;0;546.35
5;100;1607212800;2;199.87
10;200;1635120000;3;99.55
5;200;1641340800;0;972.26
1;100;1626307200;3;121.82
1;300;1654819200;0;244.0
7;300;1648252800;2;885.8
7;100;1599782400;3;52.39
4;300;1646870400;3;832.69
8;200;1648771200;0;348.38
9;300;1618531200;2;966.69
2;100;1621728000;1;375.59
8;300;1650672000;1;616.04
0;300;1624665600;2;929.45
9;100;1603324800;2;143.37
6;300;1646870400;1;481.24
9;300;1652054400;1;304.99
7;100;1617235200;2;963.48
2;200;1592265600;1;32.89
10;100;1647993600;1;1.44
6;300;1632700800;1;885.46
7;100;1624492800;0;863.53
2;200;1643155200;1;643.75
3;200;1587254400;0;185.22
9;200;1581120000;0;685.89
3;300;1637107200;0;124.36
6;100;1663372800;1;736.42
8;200;1617408000;1;163.6
8;300;1644537600;3;799.33
5;200;1618617600;3;481.69
8;200;1578009600;1;869.05
1;100;1595721600;1;16.04
10;100;1647043200;2;381.85
2;100;1620432000;1;699.59
4;100;1600905600;2;502.39
1;300;1593302400;2;20.01
3;100;1641340800;1;12.22
5;200;1633824000;3;984.18
9;300;1611187200;2;843.29
6;300;1618963200;2;915.62
9;100;1649721600;3;843.98
4;100;1610496000;2;812.9
4;100;1595289600;3;560.77
10;100;1618790400;1;847.51
0;300;1600905600;2;642.97
5;200;1611878400;2;247.57
0;300;1591056000;3;860.08
5;100;1663459200;0;571.28
5;100;1624147200;3;841.64
6;100;1588636800;3;138.42
0;300;1635984000;3;895.28
10;200;1650067200;2;684.5
10;300;1625356800;0;115.03
0;100;1625616000;1;818.0
5;200;1617580800;3;267.2
5;200;1582070400;0;29.34
10;200;1629504000;0;879.25
0;300;1607731200;3;43.31
9;300;1578614400;2;645.09
7;200;1617321600;1;206.08
2;100;1663113600;1;4.55
6;200;1640736000;2;407.16
9;100;1595462400;1;283.2
2;300;1653609600;0;201.0
2;200;1664064000;1;626.76
3;300;1602633600;2;5.62
8;100;1648598400;2;440.07
4;100;1646352000;1;862.11
1;100;1593475200;3;623.97
4;200;1658707200;2;385.76
3;100;1663286400;2;985.22
3;300;1610323200;0;983.56
7;200;1623024000;3;70.9
5;200;1607904000;0;203.12
9;300;1613174400;1;9.27
5;300;1646265600;2;274.3
1;300;1583625600;1;785.13
4;300;1611619200;3;519.49
3;300;1622419200;3;753.26
6;100;1604016000;3;159.92
5;200;1606521600;3;83.43
6;200;1625788800;0;121.5
0;100;1640476800;2;622.82
3;100;1650326400;3;349.67
5;100;1657238400;0;247.88
2;100;1640217600;0;756.39
4;200;1634601600;0;7.47
9;100;1609200000;2;250.94
4;300;1605916800;3;941.54
8;200;1639872000;2;565.39
3;200;1654387200;3;382.69
2;200;1659052800;3;785.44
5;100;1650931200;1;246.44
5;200;1593993600;1;906.92
4;300;1645833600;1;334.41
9;100;1642809600;3;855.65
1;300;1604793600;3;382.75
5;300;1584576000;2;350.95
4;100;1592697600;1;599.17
6;200;1630886400;3;872.88
10;300;1616976000;3;735.75
7;200;1656115200;3;320.82
7;300;1617148800;3;475.62
6;100;1621555200;2;465.2
2;200;1592870400;1;509.27
8;300;1584921600;1;130.83
6;300;1591747200;3;871.85
6;200;1609891200;0;908.05
5;100;1661212800;0;222.28
6;300;1634688000;1;843.32
5;300;1593475200;0;195.82
0;300;1634601600;1;763.73
7;300;1649635200;2;529.64
5;200;1626912000;1;445.97
6;300;1620518400;1;72.71
10;300;1582416000;1;230.59
3;200;1657238400;1;1.81
4;300;1611187200;0;874.83
1;200;1616371200;2;365.72
9;100;1663804800;1;823.51
10;200;1639699200;3;80.67
5;300;1611273600;0;909.67
8;300;1592265600;0;155.83
3;300;1656979200;2;773.65
5;100;1658016000;2;145.74
2;100;1591833600;2;464.09
8;200;1609459200;3;448.04
4;100;1632700800;1;436.29
0;100;1657756800;2;354.49
8;300;1601337600;2;245.21
10;100;1616889600;0;418.19
4;200;1629676800;2;985.97
8;200;1619049600;3;98.88
1;100;1642723200;1;663.34
3;100;1652832000;2;956.07
4;300;1609977600;0;975.82
5;100;1633478400;0;20.19
7;100;1664150400;0;338.5
0;200;1593907200;0;806.01
5;300;1627862400;1;189.96
5;100;1660953600;1;386.57
0;100;1639785600;0;718.68
6;200;1628467200;0;367.21
5;100;1623542400;2;640.92
7;100;1594771200;1;377.37
9;200;1635638400;3;293.61
3;300;1578528000;2;544.25
6;100;1620345600;2;127.09
4;200;1578528000;3;559.33
1;300;1588291200;2;806.23
0;300;1638144000;0;416.09
2;200;1645747200;1;297.03
8;200;1651449600;2;690.88
1;200;1633651200;2;242.31
3;300;1649289600;0;38.97
4;300;1609545600;3;722.69
5;200;1586476800;3;194.85
6;300;1659571200;3;917.23
9;100;1611273600;2;422.67
8;100;1595635200;1;921.94
9;200;1648425600;3;537.8
1;300;1649203200;0;47.09
3;200;1642809600;3;442.51
7;100;1658448000;1;191.89
3;200;1638057600;0;967.67
4;100;1590451200;2;10.9
3;100;1613174400;0;570.89
9;200;1658793600;1;693.3
10;300;1660608000;1;377.41
2;300;1640390400;2;31.03
1;200;1616112000;1;360.0
3;300;1586217600;1;291.32
7;300;1660780800;1;771.28
0;300;1646006400;2;717.33
6;100;1588896000;3;896.06
10;200;1589587200;1;378.31
1;300;1592956800;3;727.99
3;300;1583971200;0;840.2
6;200;1652486400;0;351.42
6;200;1648166400;3;63.13
5;100;1578009600;3;577.35
0;300;1630713600;3;551.12
10;100;1655251200;0;483.32
2;200;1612569600;3;778.42
10;300;1659052800;1;454.11
9;300;1649721600;0;296.24
6;100;1633305600;1;573.46
10;200;1623628800;0;965.48
7;200;1579219200;0;319.39
8;100;1619222400;2;92.94
8;200;1651536000;1;603.12
2;300;1648166400;2;707.88
10;300;1595808000;0;267.79
2;300;1591228800;2;798.47
9;200;1654128000;2;839.24
6;100;1616198400;0;843.48
5;200;1591660800;0;244.32
8;100;1584057600;2;166.28
8;100;1645574400;2;53.91
1;300;1606608000;0;540.72
3;300;1627603200;1;653.98
9;300;1579910400;2;934.45
9;300;1646956800;1;638.62
3;100;1649548800;1;940.73
10;100;1600992000;1;841.25
10;200;1618963200;3;418.37
0;100;1621814400;2;31.27
4;100;1664236800;0;400.57
9;300;1625875200;1;285.64
10;100;1593043200;1;626.47
3;200;1653868800;0;691.95
5;100;1586131200;0;760.82
9;100;1638403200;1;447.12
6;200;1615593600;3;687.39
2;300;1636156800;3;871.64
7;200;1601596800;2;514.55
1;300;1616112000;0;785.13
2;200;1589241600;3;648.06
6;300;1624579200;0;475.82
10;100;1617148800;2;885.16
3;300;1631145600;2;690.12
0;200;1585612800;3;833.05
3;100;1652832000;0;610.24
1;200;1661644800;2;923.2
10;100;1656806400;1;345.88
10;200;1605312000;2;388.47
4;300;1588982400;0;593.94
9;300;1642896000;3;464.41
10;100;1610409600;1;550.96
4;200;1651881600;0;274.35
6;100;1589068800;2;904.43
7;100;1590710400;2;959.04
4;300;1614038400;3;611.92
0;100;1656806400;0;125.79
6;100;1639267200;3;659.02
0;200;1608681600;1;420.4
7;100;1598227200;2;282.05
10;300;1625702400;3;228.67
8;100;1656374400;2;226.17
7;100;1662681600;1;79.91
7;100;1613692800;1;432.07
9;200;1608854400;2;751.95
9;100;1602806400;2;499.44
8;100;1586908800;1;364.02
2;300;1630886400;0;218.45
1;300;1632960000;3;247.24
2;200;1630368000;3;466.24
5;200;1628035200;3;51.77
5;100;1627257600;1;961.06
9;200;1577923200;0;284.74
7;200;1579824000;2;548.68
2;100;1628640000;1;195.91
1;200;1656288000;0;64.6
3;100;1655769600;3;498.39
4;100;1651449600;3;245.9
8;300;1583798400;1;58.7
8;100;1650499200;1;329.14
0;100;1590883200;2;34.0
4;300;1631923200;3;119.41
8;100;1616457600;2;13.61
10;100;1654387200;1;488.65
10;100;1661299200;2;316.24
7;100;1606003200;1;724.65
2;100;1663286400;3;271.57
0;100;1590969600;2;438.32
8;300;1664150400;3;77.35
0;300;1626998400;2;559.64
8;300;1653177600;1;993.42
3;300;1618012800;0;613.79
7;200;1602460800;2;529.6
6;300;1596412800;1;479.94
9;100;1609200000;3;892.02
7;300;1630713600;2;200.83
2;300;1583971200;0;168.21
2;300;1611446400;1;486.84
10;200;1636156800;1;953.91
8;200;1639612800;2;186.32
1;100;1647734400;1;238.46
2;200;1651708800;0;628.09
0;200;1599091200;1;928.53
10;200;1609372800;1;86.18
7;300;1582329600;2;727.4
10;300;1601164800;0;270.84
10;200;1588809600;2;816.57
0;200;1645660800;0;84.51
9;300;1616803200;3;820.84
1;100;1602892800;0;904.88
7;200;1647561600;3;575.86
8;100;1599177600;1;983.28
7;100;1583539200;2;330.5
2;300;1630713600;0;164.5
1;100;1638576000;0;465.61
8;100;1652486400;3;317.95
9;100;1585353600;0;765.49
8;100;1596412800;0;292.1
8;200;1581465600;3;484.15
0;200;1608163200;0;123.72
9;100;1588636800;2;997.57
9;300;1629936000;1;888.94
4;300;1595548800;1;824.35
0;200;1597449600;0;491.14
7;300;1636848000;2;331.34
5;200;1627344000;1;606.15
4;300;1643760000;0;302.15
2;300;1627862400;1;780.9
4;100;1658188800;1;985.02
0;200;1597622400;3;316.25
0;300;1599436800;0;331.95
1;300;1627430400;1;976.79
2;300;1578528000;1;164.68
7;300;1643500800;3;953.84
8;200;1653091200;2;269.05
5;300;1592006400;3;261.39
6;100;1629331200;2;27.76
2;300;1600905600;3;486.51
1;300;1578528000;0;532.42
10;300;1590710400;2;612.13
10;100;1614124800;3;821.37
10;300;1639440000;1;705.11
4;200;1633651200;0;114.45
8;200;1640304000;0;458.54
2;300;1593216000;0;693.83
1;200;1657065600;2;404.62
2;200;1634860800;1;270.52
6;300;1645488000;2;266.52
0;200;1629590400;0;206.23
1;200;1584662400;1;754.51
10;300;1652486400;2;392.89
10;300;1605225600;0;720.1
9;100;1632787200;1;36.0
6;300;1596326400;1;727.14
7;200;1605484800;0;957.26
3;300;1649116800;0;329.13
1;200;1602547200;3;400.54
8;300;1618272000;1;470.52
4;300;1653696000;2;276.25
5;200;1658793600;2;104.48
9;200;1638662400;0;317.32
7;300;1608854400;0;63.11
1;200;1584403200;0;510.18
7;100;1631577600;2;658.14
10;200;1627257600;2;364.24
4;100;1584489600;0;24.27
7;100;1632268800;3;17.18
10;100;1621900800;3;875.51
5;200;1646956800;2;273.4
7;300;1664064000;3;679.32
1;100;1583625600;0;607.53
8;200;1656115200;1;669.5
4;300;1609632000;0;921.62
10;200;1611014400;1;550.25
1;300;1606953600;2;526.25
10;100;1592352000;1;939.35
5;200;1627430400;0;607.19
9;100;1618099200;3;200.55
1;200;1581465600;2;427.68
8;200;1609027200;3;445.57
2;300;1622505600;2;305.87
10;100;1654646400;1;79.39
1;200;1624147200;3;903.68
4;300;1609718400;1;581.93
4;200;1579478400;2;360.98
4;100;1630195200;1;343.38
8;300;1605139200;2;469.28
0;100;1626998400;0;873.9
2;100;1578787200;0;415.59
10;200;1632355200;0;725.39
6;100;1580774400;3;730.29
7;200;1590969600;3;750.83
3;200;1605830400;2;195.93
1;200;1635638400;0;809.2
6;100;1624579200;3;864.55
10;300;1579046400;0;566.29
6;300;1651708800;2;716.16
10;200;1663718400;0;250.4
0;200;1626825600;1;98.28
5;300;1595030400;3;382.64
3;300;1604707200;3;870.29
1;200;1617235200;0;935.46
1;300;1639699200;1;979.42
10;100;1619827200;3;606.21
1;300;1653868800;1;687.0
3;100;1581984000;2;743.1
9;300;1602806400;1;166.91
9;300;1619395200;3;585.58
9;200;1620086400;0;287.74
2;100;1649203200;1;755.38
1;100;1606953600;2;701.93
2;100;1597449600;1;59.9
3;300;1628208000;1;86.14
8;100;1600732800;1;923.57
2;200;1625875200;3;627.26
7;100;1587945600;0;490.23
3;100;1656979200;1;509.21
4;200;1583193600;2;249.33
1;200;1587254400;1;993.96
4;100;1648598400;2;535.0
1;200;1662508800;3;792.64
0;100;1616889600;3;590.46
8;300;1654041600;1;325.1
6;200;1590796800;1;933.23
5;200;1584403200;1;518.74
3;200;1606694400;0;236.16
7;100;1630972800;1;175.48
0;200;1608768000;0;14.07
1;100;1650240000;0;342.89
3;300;1661904000;3;655.21
2;300;1629417600;1;710.7
1;200;1629676800;3;211.29
1;200;1617062400;2;299.46
8;300;1591660800;3;487.62
10;200;1598659200;2;994.26
1;100;1646092800;2;36.91
3;100;1628467200;0;766.31
5;300;1660953600;3;942.81
7;300;1646611200;2;857.26
5;300;1648771200;1;391.8
2;100;1594512000;3;585.14
7;100;1602979200;2;75.05
6;100;1641168000;1;145.02
8;100;1627516800;1;191.37
7;200;1635206400;1;245.04
1;100;1650067200;1;152.7
1;200;1602720000;1;721.92
2;300;1614211200;1;65.84
3;100;1661558400;3;778.65
0;300;1580947200;1;246.34
9;300;1637798400;0;838.44
3;300;1656806400;1;694.4
5;300;1631923200;2;815.6
5;200;1617235200;2;942.61
7;300;1644192000;0;263.31
10;300;1652313600;3;274.56
1;100;1640736000;0;346.1
3;100;1590278400;1;833.81
3;100;1589241600;0;364.08
5;300;1589155200;3;743.29
9;300;1641686400;3;688.45
6;200;1645660800;3;27.62
2;100;1651795200;3;523.85
5;300;1634342400;3;907.69
0;100;1661472000;0;925.44
10;300;1621641600;0;693.94
3;300;1642118400;2;978.27
3;200;1615420800;0;10.15
10;200;1595116800;0;139.11
3;100;1643500800;3;116.1
5;100;1621036800;1;800.44
1;300;1644624000;2;490.28
9;200;1620604800;0;535.32
7;100;1586390400;3;605.82
1;100;1614384000;0;820.65
0;100;1583280000;3;817.41
8;300;1633651200;1;934.27
4;300;1619568000;3;747.99
8;100;1625184000;0;250.88
8;100;1654905600;3;578.64
10;200;1628726400;2;484.68
10;100;1662422400;1;434.91
9;300;1599868800;2;475.39
5;300;1620000000;3;986.75
4;300;1587081600;1;943.78
3;300;1615593600;2;81.52
2;200;1610841600;2;433.65
0;300;1616716800;3;219.05
7;100;1662768000;2;185.48
3;200;1583366400;1;247.43
2;200;1654732800;3;206.08
4;200;1640217600;1;2.25
10;300;1636761600;0;738.83
3;300;1618444800;1;768.61
4;200;1592438400;3;363.0
7;300;1663027200;0;355.21
4;200;1633564800;1;405.74
2;200;1651881600;2;926.18
0;200;1651881600;1;629.35
7;300;1601337600;3;295.85
3;200;1617235200;0;683.71
0;300;1661040000;3;352.31
4;300;1641254400;2;61.08
0;100;1657670400;0;947.08
1;300;1644969600;3;951.05
5;200;1634083200;3;91.53
0;100;1653782400;0;167.79
6;300;1595203200;1;49.99
8;200;1652227200;0;69.06
10;300;1609027200;2;172.89
4;300;1586995200;0;614.68
2;200;1610150400;2;784.54
6;200;1624579200;1;13.11
4;200;1592784000;2;30.05
8;300;1622073600;1;122.04
10;100;1613520000;2;359.52
0;200;1609545600;0;63.05
1;200;1634342400;3;321.84
9;300;1631404800;1;230.17
10;200;1578182400;0;77.82
10;200;1637020800;2;276.31
1;300;1637884800;2;984.23
8;100;1650758400;1;590.98
10;300;1602720000;2;697.9
2;200;1636588800;2;365.18
5;200;1579219200;3;362.3
7;300;1631923200;0;133.7
2;200;1630368000;1;682.54
8;200;1641513600;0;919.52
10;200;1599609600;2;503.99
9;200;1615507200;3;910.54
0;100;1632355200;2;353.09
1;200;1654214400;0;888.05
8;200;1632355200;1;548.89
8;100;1646956800;2;674.86
5;100;1591228800;2;66.79
6;100;1609027200;3;242.09
0;100;1655078400;1;113.34
3;200;1650758400;3;834.66
4;300;1641600000;3;959.06
5;200;1599868800;0;638.84
8;100;1615420800;0;505.55
3;300;1584921600;0;506.93
1;200;1644019200;1;820.82
4;200;1660953600;2;806.62
8;200;1603584000;1;472.91
0;200;1595980800;1;679.66
9;100;1625529600;3;870.85
3;100;1606694400;0;555.02
8;100;1587772800;0;991.42
9;200;1637366400;2;197.13
2;200;1579996800;1;425.2
10;300;1609113600;3;532.66
10;300;1646006400;3;300.27
2;200;1592784000;1;422.66
1;100;1632873600;2;824.84
7;200;1606262400;0;938.47
3;100;1594857600;0;953.1
10;100;1636070400;1;665.85
8;100;1644278400;0;102.33
1;200;1636416000;0;992.05
9;300;1584576000;1;382.99
5;200;1646438400;3;777.29
1;200;1578355200;0;888.37
6;100;1595980800;2;442.2
10;300;1627776000;3;5.35
2;300;1577923200;2;281.93
1;200;1604880000;3;534.25
0;100;1643846400;0;318.76
2;300;1591142400;3;80.57
4;300;1654041600;3;631.7
2;200;1631664000;2;611.98
6;300;1578268800;0;322.97
7;300;1604534400;2;278.88
5;100;1651968000;0;993.6
6;100;1652054400;1;792.84
5;200;1578182400;2;567.97
3;100;1606521600;0;50.32
10;300;1652486400;0;605.47
4;200;1650844800;3;824.16
0;200;1593388800;3;454.64
7;100;1603065600;2;545.88
7;100;1663113600;1;102.07
8;100;1605312000;0;267.01
8;300;1596499200;1;180.97
3;100;1614124800;0;231.5
10;300;1612915200;0;121.36
3;200;1607644800;0;891.58
3;100;1655856000;1;430.62
6;200;1644796800;1;948.45
2;200;1631664000;3;309.08
2;100;1654646400;1;232.38
0;100;1651708800;0;717.9
3;300;1615766400;2;19.06
4;100;1611964800;0;745.06
8;200;1658102400;0;240.37
1;200;1628553600;3;897.08
4;300;1624665600;0;187.75
1;300;1630281600;2;356.41
10;200;1658707200;3;840.72
4;100;1654646400;0;888.88
0;100;1616457600;1;813.04
5;100;1651795200;3;434.33
9;300;1581638400;1;169.58
1;200;1578355200;2;944.57
3;300;1638144000;3;688.69
2;100;1648598400;0;482.88
7;100;1607299200;1;914.23
4;100;1643328000;0;793.2
4;200;1584057600;3;981.0
7;100;1621814400;2;298.76
9;200;1586217600;1;546.42
0;300;1642550400;0;4.05
9;100;1628467200;1;567.93
0;300;1622851200;3;419.21
0;300;1632873600;3;118.18
3;100;1621728000;2;518.24
4;100;1629158400;0;183.88
8;300;1640736000;2;771.61
6;200;1581552000;1;351.09
3;200;1597276800;0;691.3
6;200;1656288000;1;162.86
6;200;1588118400;1;957.3
0;200;1623974400;0;748.12
2;100;1623456000;3;197.69
9;200;1583107200;1;836.1
1;300;1642032000;0;448.64
5;200;1594252800;3;199.72
4;100;1636156800;3;598.69
3;100;1625875200;0;926.26
5;100;1585440000;3;242.85
5;100;1590537600;3;656.05
0;200;1591315200;2;265.69
1;300;1625616000;1;670.54
6;200;1622592000;1;397.1
3;200;1608768000;2;578.84
1;200;1619481600;0;235.5
10;200;1638662400;2;626.94
3;300;1610668800;1;590.49
5;300;1601251200;1;981.15
9;200;1620864000;2;734.27
9;300;1605657600;1;403.05
4;100;1599091200;2;942.54
3;100;1648339200;1;426.14
5;100;1629072000;2;724.26
5;300;1649894400;0;646.64
9;100;1642464000;3;879.59
10;100;1648684800;2;737.18
9;100;1654992000;2;301.23
5;100;1585267200;3;548.19
4;100;1605571200;3;887.99
2;200;1661299200;1;123.08
9;300;1589587200;1;883.25
10;100;1658707200;1;560.3
8;300;1650758400;0;505.27
4;100;1637971200;0;105.23
7;200;1588118400;1;188.16
7;300;1661644800;2;453.27
7;300;1606176000;2;336.88
0;300;1650585600;1;104.78
0;200;1612224000;3;756.28
5;100;1635292800;1;40.86
7;200;1643328000;1;617.55
4;300;1618531200;2;955.43
