numeroConta;codigoAgencia;dataTransacao;codigoTransacao;valor
10;300;1616630400;2;524.91
3;300;1585353600;2;323.84
9;200;1648166400;3;864.17
7;200;1601424000;2;853.65
4;300;1593907200;0;438.56
8;100;1599177600;2;629.49
1;300;1651622400;0;336.37
1;100;1647561600;3;536.35
8;100;1599868800;1;353.14
0;300;1607040000;3;598.27
7;100;1591747200;3;143.94
4;200;1626480000;0;312.78
1;300;1651449600;1;704.17
2;100;1632009600;0;463.28
8;300;1581552000;0;293.78
3;300;1648944000;0;526.0
10;300;1624060800;2;737.74
7;300;1579478400;0;66.67
3;200;1630540800;2;332.92
0;200;1637193600;1;303.06
3;300;1651708800;2;668.58
7;200;1654387200;2;177.3
0;300;1587686400;0;292.26
7;200;1630195200;2;940.69
0;200;1601251200;3;914.9
1;300;1608336000;1;402.69
10;200;1662595200;2;625.45
0;100;1616371200;3;300.84
3;200;1615593600;2;918.1
5;300;1633996800;1;12.32
1;200;1656028800;1;988.57
5;100;1632960000;3;814.51
1;200;1641686400;0;259.8
3;100;1579910400;2;21.04
6;300;1638144000;2;462.34
10;300;1597708800;1;147.58
3;200;1638057600;1;58.66
2;100;1660348800;3;209.56
5;300;1608249600;1;805.51
10;300;1631664000;2;821.66
0;200;1620086400;3;841.38
0;200;1591315200;1;958.44
7;200;1611964800;1;0.89
0;200;1586995200;2;437.73
10;300;1594771200;0;621.88
7;300;1606435200;0;110.1
4;100;1656547200;0;686.69
4;300;1633046400;2;785.08
2;200;1627430400;0;402.3
7;200;1587513600;2;182.3
6;300;1608768000;3;212.68
9;100;1582761600;2;216.44
8;300;1622160000;3;843.75
5;100;1593648000;3;740.97
4;200;1632441600;1;909.42
7;300;1603238400;0;730.27
9;200;1638835200;1;632.42
1;100;1647129600;3;823.97
10;300;1635897600;2;312.12
4;100;1610928000;0;880.05
1;100;1643760000;0;149.74
0;100;1585958400;0;587.21
1;200;1610323200;2;208.43
10;300;1581379200;3;610.16
8;300;1654387200;0;659.03
8;200;1582675200;3;589.57
9;200;1627862400;2;546.7
6;300;1629936000;1;563.1
7;200;1662940800;0;132.8
4;100;1617753600;2;305.09
3;100;1591574400;0;112.34
